,em,mf,unsat,jcampURL,error,ppm,info,minMass,mfRange,numberOfResultsOnly,typedResult,minUnsaturation,maxUnsaturation,useUnsaturation,jcampBaseURL,monoisotopicMass,jcampLink,integerUnsaturation,maxMass,referenceVersion,massRange,charge,number_results,search_number,accuracy,error_description,bruteForceIteration,realIteration,numberResults
0,49.9998453429,H2O3(+1),0,http://www.chemcalc.org/service/jcamp/O3H2&resolution=0.001,-0.0001546571,-3.0932,O3H2(+1),49.9994104308,C0-100H0-202N0-10O0-10F0-3Cl0-3Br0-1(+),False,False,0,50,True,http://www.chemcalc.org/service/jcamp/,50,True,True,50.0005895692,2013,0.0005895692,1,,0,,,24000.0,301.0,1.0
0,150,,,,,,,,(+),,,,,,,,,,,,,+,,1,0.000589569172100456,JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,
